"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Greece (GR)","17.12.2017 02:00 - 17.12.2017 03:00 (CET)","n/e","1306","n/e","917","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1319"
"Greece (GR)","17.12.2017 03:00 - 17.12.2017 04:00 (CET)","n/e","1267","n/e","836","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1288"
"Greece (GR)","17.12.2017 04:00 - 17.12.2017 05:00 (CET)","n/e","1221","n/e","874","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1259"
"Greece (GR)","17.12.2017 05:00 - 17.12.2017 06:00 (CET)","n/e","1224","n/e","901","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1179"
"Greece (GR)","17.12.2017 06:00 - 17.12.2017 07:00 (CET)","n/e","1254","n/e","1109","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","1104"
"Greece (GR)","17.12.2017 07:00 - 17.12.2017 08:00 (CET)","n/e","1297","n/e","1376","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","68","n/e","n/e","1080"
"Greece (GR)","17.12.2017 08:00 - 17.12.2017 09:00 (CET)","n/e","1365","n/e","1476","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","287","n/e","n/e","1056"
"Greece (GR)","17.12.2017 09:00 - 17.12.2017 10:00 (CET)","n/e","1449","n/e","1580","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","464","n/e","n/e","1085"
"Greece (GR)","17.12.2017 10:00 - 17.12.2017 11:00 (CET)","n/e","1548","n/e","1608","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","581","n/e","n/e","1117"
"Greece (GR)","17.12.2017 11:00 - 17.12.2017 12:00 (CET)","n/e","1585","n/e","1616","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","632","n/e","n/e","1152"
"Greece (GR)","17.12.2017 12:00 - 17.12.2017 13:00 (CET)","n/e","1584","n/e","1556","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","613","n/e","n/e","1138"
"Greece (GR)","17.12.2017 13:00 - 17.12.2017 14:00 (CET)","n/e","1557","n/e","1294","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","625","n/e","n/e","1189"
"Greece (GR)","17.12.2017 14:00 - 17.12.2017 15:00 (CET)","n/e","1430","n/e","1470","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","480","n/e","n/e","1220"
"Greece (GR)","17.12.2017 15:00 - 17.12.2017 16:00 (CET)","n/e","1384","n/e","2094","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","119","n/e","n/e","1070"
"Greece (GR)","17.12.2017 16:00 - 17.12.2017 17:00 (CET)","n/e","1376","n/e","2419","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","1090"
"Greece (GR)","17.12.2017 17:00 - 17.12.2017 18:00 (CET)","n/e","1544","n/e","2563","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1059"
"Greece (GR)","17.12.2017 18:00 - 17.12.2017 19:00 (CET)","n/e","1630","n/e","2554","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","899"
"Greece (GR)","17.12.2017 19:00 - 17.12.2017 20:00 (CET)","n/e","1648","n/e","2651","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","841"
"Greece (GR)","17.12.2017 20:00 - 17.12.2017 21:00 (CET)","n/e","1670","n/e","2711","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","774"
"Greece (GR)","17.12.2017 21:00 - 17.12.2017 22:00 (CET)","n/e","1666","n/e","2570","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","748"
"Greece (GR)","17.12.2017 22:00 - 17.12.2017 23:00 (CET)","n/e","1669","n/e","2561","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","711"
"Greece (GR)","17.12.2017 23:00 - 18.12.2017 00:00 (CET)","n/e","1645","n/e","2115","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","638"
"Greece (GR)","18.12.2017 00:00 - 18.12.2017 01:00 (CET)","n/e","1532","n/e","1587","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","582"
"Greece (GR)","18.12.2017 01:00 - 18.12.2017 02:00 (CET)","n/e","1430","n/e","1395","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","503"
"Greece (GR)","18.12.2017 02:00 - 18.12.2017 03:00 (CET)","n/e","1393","n/e","1344","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","441"
"Greece (GR)","18.12.2017 03:00 - 18.12.2017 04:00 (CET)","n/e","1331","n/e","1372","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","392"
"Greece (GR)","18.12.2017 04:00 - 18.12.2017 05:00 (CET)","n/e","1354","n/e","1530","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","328"
"Greece (GR)","18.12.2017 05:00 - 18.12.2017 06:00 (CET)","n/e","1510","n/e","1837","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","307"
"Greece (GR)","18.12.2017 06:00 - 18.12.2017 07:00 (CET)","n/e","1672","n/e","2416","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","268"
"Greece (GR)","18.12.2017 07:00 - 18.12.2017 08:00 (CET)","n/e","1728","n/e","2950","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","69","n/e","n/e","253"
"Greece (GR)","18.12.2017 08:00 - 18.12.2017 09:00 (CET)","n/e","1729","n/e","3029","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","258","n/e","n/e","236"
"Greece (GR)","18.12.2017 09:00 - 18.12.2017 10:00 (CET)","n/e","1691","n/e","2988","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","478","n/e","n/e","266"
"Greece (GR)","18.12.2017 10:00 - 18.12.2017 11:00 (CET)","n/e","1699","n/e","2870","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","620","n/e","n/e","360"
"Greece (GR)","18.12.2017 11:00 - 18.12.2017 12:00 (CET)","n/e","1631","n/e","2992","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","567","n/e","n/e","459"
"Greece (GR)","18.12.2017 12:00 - 18.12.2017 13:00 (CET)","n/e","1604","n/e","2778","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","467","n/e","n/e","537"
"Greece (GR)","18.12.2017 13:00 - 18.12.2017 14:00 (CET)","n/e","1605","n/e","2859","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","338","n/e","n/e","628"
"Greece (GR)","18.12.2017 14:00 - 18.12.2017 15:00 (CET)","n/e","1565","n/e","3008","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","184","n/e","n/e","736"
"Greece (GR)","18.12.2017 15:00 - 18.12.2017 16:00 (CET)","n/e","1577","n/e","3043","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","43","n/e","n/e","863"
"Greece (GR)","18.12.2017 16:00 - 18.12.2017 17:00 (CET)","n/e","1574","n/e","3120","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","832"
"Greece (GR)","18.12.2017 17:00 - 18.12.2017 18:00 (CET)","n/e","1616","n/e","3334","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","752"
"Greece (GR)","18.12.2017 18:00 - 18.12.2017 19:00 (CET)","n/e","1601","n/e","3286","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","773"
"Greece (GR)","18.12.2017 19:00 - 18.12.2017 20:00 (CET)","n/e","1605","n/e","3171","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","749"
"Greece (GR)","18.12.2017 20:00 - 18.12.2017 21:00 (CET)","n/e","1606","n/e","3243","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","679"
"Greece (GR)","18.12.2017 21:00 - 18.12.2017 22:00 (CET)","n/e","1621","n/e","3163","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","644"
"Greece (GR)","18.12.2017 22:00 - 18.12.2017 23:00 (CET)","n/e","1562","n/e","3027","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","636"
"Greece (GR)","18.12.2017 23:00 - 19.12.2017 00:00 (CET)","n/e","1570","n/e","2512","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","601"
"Greece (GR)","19.12.2017 00:00 - 19.12.2017 01:00 (CET)","n/e","1576","n/e","1772","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","536"
"Greece (GR)","19.12.2017 01:00 - 19.12.2017 02:00 (CET)","n/e","1575","n/e","1761","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","497"
"Greece (GR)","19.12.2017 02:00 - 19.12.2017 03:00 (CET)","n/e","1577","n/e","1796","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","455"
"Greece (GR)","19.12.2017 03:00 - 19.12.2017 04:00 (CET)","n/e","1587","n/e","1828","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","430"
"Greece (GR)","19.12.2017 04:00 - 19.12.2017 05:00 (CET)","n/e","1608","n/e","1876","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","425"
"Greece (GR)","19.12.2017 05:00 - 19.12.2017 06:00 (CET)","n/e","1623","n/e","2164","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","363"
"Greece (GR)","19.12.2017 06:00 - 19.12.2017 07:00 (CET)","n/e","1616","n/e","2905","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","288"
"Greece (GR)","19.12.2017 07:00 - 19.12.2017 08:00 (CET)","n/e","1607","n/e","3402","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","142","n/e","n/e","246"
"Greece (GR)","19.12.2017 08:00 - 19.12.2017 09:00 (CET)","n/e","1617","n/e","3548","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","526","n/e","n/e","213"
"Greece (GR)","19.12.2017 09:00 - 19.12.2017 10:00 (CET)","n/e","1615","n/e","3609","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","930","n/e","n/e","196"
"Greece (GR)","19.12.2017 10:00 - 19.12.2017 11:00 (CET)","n/e","1624","n/e","3516","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1161","n/e","n/e","185"
"Greece (GR)","19.12.2017 11:00 - 19.12.2017 12:00 (CET)","n/e","1616","n/e","3361","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1134","n/e","n/e","192"
"Greece (GR)","19.12.2017 12:00 - 19.12.2017 13:00 (CET)","n/e","1637","n/e","3474","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","933","n/e","n/e","193"
"Greece (GR)","19.12.2017 13:00 - 19.12.2017 14:00 (CET)","n/e","1680","n/e","3507","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","731","n/e","n/e","194"
"Greece (GR)","19.12.2017 14:00 - 19.12.2017 15:00 (CET)","n/e","1717","n/e","3625","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","455","n/e","n/e","223"
"Greece (GR)","19.12.2017 15:00 - 19.12.2017 16:00 (CET)","n/e","1727","n/e","3704","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","105","n/e","n/e","242"
"Greece (GR)","19.12.2017 16:00 - 19.12.2017 17:00 (CET)","n/e","1739","n/e","3792","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","291"
"Greece (GR)","19.12.2017 17:00 - 19.12.2017 18:00 (CET)","n/e","1756","n/e","4160","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","317"
"Greece (GR)","19.12.2017 18:00 - 19.12.2017 19:00 (CET)","n/e","1764","n/e","3989","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","347"
"Greece (GR)","19.12.2017 19:00 - 19.12.2017 20:00 (CET)","n/e","1784","n/e","3710","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","393"
"Greece (GR)","19.12.2017 20:00 - 19.12.2017 21:00 (CET)","n/e","1842","n/e","3702","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","430"
"Greece (GR)","19.12.2017 21:00 - 19.12.2017 22:00 (CET)","n/e","1887","n/e","3504","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","473"
"Greece (GR)","19.12.2017 22:00 - 19.12.2017 23:00 (CET)","n/e","1867","n/e","3362","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","501"
"Greece (GR)","19.12.2017 23:00 - 20.12.2017 00:00 (CET)","n/e","1823","n/e","2771","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","493"
"Greece (GR)","20.12.2017 00:00 - 20.12.2017 01:00 (CET)","n/e","1741","n/e","2018","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","528"
"Greece (GR)","20.12.2017 01:00 - 20.12.2017 02:00 (CET)","n/e","1681","n/e","1961","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","557"
"Greece (GR)","20.12.2017 02:00 - 20.12.2017 03:00 (CET)","n/e","1643","n/e","1949","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","568"
"Greece (GR)","20.12.2017 03:00 - 20.12.2017 04:00 (CET)","n/e","1626","n/e","1947","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","562"
"Greece (GR)","20.12.2017 04:00 - 20.12.2017 05:00 (CET)","n/e","1620","n/e","2062","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","591"
"Greece (GR)","20.12.2017 05:00 - 20.12.2017 06:00 (CET)","n/e","1641","n/e","2354","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","605"
"Greece (GR)","20.12.2017 06:00 - 20.12.2017 07:00 (CET)","n/e","1629","n/e","3082","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","591"
"Greece (GR)","20.12.2017 07:00 - 20.12.2017 08:00 (CET)","n/e","1692","n/e","3370","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","n/e","n/e","569"
"Greece (GR)","20.12.2017 08:00 - 20.12.2017 09:00 (CET)","n/e","1808","n/e","3698","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","350","n/e","n/e","511"
"Greece (GR)","20.12.2017 09:00 - 20.12.2017 10:00 (CET)","n/e","1944","n/e","3640","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","599","n/e","n/e","483"
"Greece (GR)","20.12.2017 10:00 - 20.12.2017 11:00 (CET)","n/e","2025","n/e","3708","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","745","n/e","n/e","438"
"Greece (GR)","20.12.2017 11:00 - 20.12.2017 12:00 (CET)","n/e","2040","n/e","3672","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","847","n/e","n/e","452"
"Greece (GR)","20.12.2017 12:00 - 20.12.2017 13:00 (CET)","n/e","2008","n/e","3807","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","710","n/e","n/e","441"
"Greece (GR)","20.12.2017 13:00 - 20.12.2017 14:00 (CET)","n/e","2098","n/e","3906","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","494","n/e","n/e","390"
"Greece (GR)","20.12.2017 14:00 - 20.12.2017 15:00 (CET)","n/e","2170","n/e","3935","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","249","n/e","n/e","404"
"Greece (GR)","20.12.2017 15:00 - 20.12.2017 16:00 (CET)","n/e","2296","n/e","3844","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","n/e","n/e","446"
"Greece (GR)","20.12.2017 16:00 - 20.12.2017 17:00 (CET)","n/e","2297","n/e","3890","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","488"
"Greece (GR)","20.12.2017 17:00 - 20.12.2017 18:00 (CET)","n/e","2216","n/e","4085","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","480"
"Greece (GR)","20.12.2017 18:00 - 20.12.2017 19:00 (CET)","n/e","2192","n/e","4070","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","509"
"Greece (GR)","20.12.2017 19:00 - 20.12.2017 20:00 (CET)","n/e","2140","n/e","3846","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","539"
"Greece (GR)","20.12.2017 20:00 - 20.12.2017 21:00 (CET)","n/e","2065","n/e","3914","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","519"
"Greece (GR)","20.12.2017 21:00 - 20.12.2017 22:00 (CET)","n/e","1968","n/e","3756","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","547"
"Greece (GR)","20.12.2017 22:00 - 20.12.2017 23:00 (CET)","n/e","1894","n/e","3420","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","558"
"Greece (GR)","20.12.2017 23:00 - 21.12.2017 00:00 (CET)","n/e","1926","n/e","2639","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","577"
"Greece (GR)","21.12.2017 00:00 - 21.12.2017 01:00 (CET)","n/e","1931","n/e","2060","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","600"
"Greece (GR)","21.12.2017 01:00 - 21.12.2017 02:00 (CET)","n/e","1929","n/e","1870","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","658"
"Greece (GR)","21.12.2017 02:00 - 21.12.2017 03:00 (CET)","n/e","1788","n/e","1822","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","674"
"Greece (GR)","21.12.2017 03:00 - 21.12.2017 04:00 (CET)","n/e","1713","n/e","1728","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","763"
"Greece (GR)","21.12.2017 04:00 - 21.12.2017 05:00 (CET)","n/e","1699","n/e","1673","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","851"
"Greece (GR)","21.12.2017 05:00 - 21.12.2017 06:00 (CET)","n/e","1751","n/e","2017","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","828"
"Greece (GR)","21.12.2017 06:00 - 21.12.2017 07:00 (CET)","n/e","1986","n/e","2788","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","842"
"Greece (GR)","21.12.2017 07:00 - 21.12.2017 08:00 (CET)","n/e","2108","n/e","3349","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","n/e","n/e","875"
"Greece (GR)","21.12.2017 08:00 - 21.12.2017 09:00 (CET)","n/e","2148","n/e","3771","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","n/e","n/e","862"
"Greece (GR)","21.12.2017 09:00 - 21.12.2017 10:00 (CET)","n/e","2207","n/e","3509","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","82","n/e","n/e","904"
"Greece (GR)","21.12.2017 10:00 - 21.12.2017 11:00 (CET)","n/e","2187","n/e","3457","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","119","n/e","n/e","891"
"Greece (GR)","21.12.2017 11:00 - 21.12.2017 12:00 (CET)","n/e","2092","n/e","3432","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","111","n/e","n/e","911"
"Greece (GR)","21.12.2017 12:00 - 21.12.2017 13:00 (CET)","n/e","2041","n/e","3486","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","110","n/e","n/e","901"
"Greece (GR)","21.12.2017 13:00 - 21.12.2017 14:00 (CET)","n/e","2019","n/e","3384","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","n/e","n/e","921"
"Greece (GR)","21.12.2017 14:00 - 21.12.2017 15:00 (CET)","n/e","2061","n/e","3707","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","56","n/e","n/e","892"
"Greece (GR)","21.12.2017 15:00 - 21.12.2017 16:00 (CET)","n/e","2146","n/e","3733","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","n/e","n/e","904"
"Greece (GR)","21.12.2017 16:00 - 21.12.2017 17:00 (CET)","n/e","2111","n/e","3705","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","911"
"Greece (GR)","21.12.2017 17:00 - 21.12.2017 18:00 (CET)","n/e","2062","n/e","3543","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","945"
"Greece (GR)","21.12.2017 18:00 - 21.12.2017 19:00 (CET)","n/e","2043","n/e","3568","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","890"
"Greece (GR)","21.12.2017 19:00 - 21.12.2017 20:00 (CET)","n/e","2020","n/e","3764","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","874"
"Greece (GR)","21.12.2017 20:00 - 21.12.2017 21:00 (CET)","n/e","1989","n/e","3719","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","883"
"Greece (GR)","21.12.2017 21:00 - 21.12.2017 22:00 (CET)","n/e","1886","n/e","3505","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","887"
"Greece (GR)","21.12.2017 22:00 - 21.12.2017 23:00 (CET)","n/e","1813","n/e","3208","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","880"
