"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GR","29.10.2020 05:00 - 29.10.2020 06:00 (CET)","n/e","458","n/e","1263","n/e","0","n/e","n/e","n/e","0","","n/e","49","n/e","n/e","n/e","n/e","0","n/e","n/e","1084"
"BZN|GR","29.10.2020 06:00 - 29.10.2020 07:00 (CET)","n/e","497","n/e","1928","n/e","0","n/e","n/e","n/e","79","","n/e","86","n/e","n/e","n/e","n/e","104","n/e","n/e","1028"
"BZN|GR","29.10.2020 07:00 - 29.10.2020 08:00 (CET)","n/e","470","n/e","2205","n/e","0","n/e","n/e","n/e","98","","n/e","98","n/e","n/e","n/e","n/e","544","n/e","n/e","1031"
"BZN|GR","29.10.2020 08:00 - 29.10.2020 09:00 (CET)","n/e","464","n/e","2244","n/e","0","n/e","n/e","n/e","64","","n/e","115","n/e","n/e","n/e","n/e","1025","n/e","n/e","925"
"BZN|GR","29.10.2020 09:00 - 29.10.2020 10:00 (CET)","n/e","474","n/e","2112","n/e","0","n/e","n/e","n/e","66","","n/e","104","n/e","n/e","n/e","n/e","1408","n/e","n/e","780"
"BZN|GR","29.10.2020 10:00 - 29.10.2020 11:00 (CET)","n/e","458","n/e","1883","n/e","0","n/e","n/e","n/e","105","","n/e","33","n/e","n/e","n/e","n/e","1595","n/e","n/e","727"
"BZN|GR","29.10.2020 11:00 - 29.10.2020 12:00 (CET)","n/e","458","n/e","1921","n/e","0","n/e","n/e","n/e","171","","n/e","33","n/e","n/e","n/e","n/e","1594","n/e","n/e","653"
"BZN|GR","29.10.2020 12:00 - 29.10.2020 13:00 (CET)","n/e","460","n/e","2093","n/e","0","n/e","n/e","n/e","148","","n/e","72","n/e","n/e","n/e","n/e","1429","n/e","n/e","550"
"BZN|GR","29.10.2020 13:00 - 29.10.2020 14:00 (CET)","n/e","463","n/e","2246","n/e","0","n/e","n/e","n/e","158","","n/e","83","n/e","n/e","n/e","n/e","1169","n/e","n/e","413"
"BZN|GR","29.10.2020 14:00 - 29.10.2020 15:00 (CET)","n/e","461","n/e","2406","n/e","0","n/e","n/e","n/e","98","","n/e","85","n/e","n/e","n/e","n/e","755","n/e","n/e","327"
"BZN|GR","29.10.2020 15:00 - 29.10.2020 16:00 (CET)","n/e","474","n/e","2684","n/e","0","n/e","n/e","n/e","78","","n/e","138","n/e","n/e","n/e","n/e","304","n/e","n/e","298"
"BZN|GR","29.10.2020 16:00 - 29.10.2020 17:00 (CET)","n/e","534","n/e","2736","n/e","0","n/e","n/e","n/e","115","","n/e","212","n/e","n/e","n/e","n/e","20","n/e","n/e","281"
"BZN|GR","29.10.2020 17:00 - 29.10.2020 18:00 (CET)","n/e","648","n/e","2915","n/e","0","n/e","n/e","n/e","200","","n/e","438","n/e","n/e","n/e","n/e","0","n/e","n/e","255"
"BZN|GR","29.10.2020 18:00 - 29.10.2020 19:00 (CET)","n/e","607","n/e","2944","n/e","0","n/e","n/e","n/e","217","","n/e","540","n/e","n/e","n/e","n/e","0","n/e","n/e","230"
"BZN|GR","29.10.2020 19:00 - 29.10.2020 20:00 (CET)","n/e","551","n/e","2947","n/e","0","n/e","n/e","n/e","188","","n/e","552","n/e","n/e","n/e","n/e","0","n/e","n/e","232"
"BZN|GR","29.10.2020 20:00 - 29.10.2020 21:00 (CET)","n/e","511","n/e","2905","n/e","0","n/e","n/e","n/e","89","","n/e","297","n/e","n/e","n/e","n/e","0","n/e","n/e","212"
"BZN|GR","29.10.2020 21:00 - 29.10.2020 22:00 (CET)","n/e","457","n/e","2662","n/e","0","n/e","n/e","n/e","5","","n/e","178","n/e","n/e","n/e","n/e","0","n/e","n/e","199"
"BZN|GR","29.10.2020 22:00 - 29.10.2020 23:00 (CET)","n/e","458","n/e","2490","n/e","0","n/e","n/e","n/e","0","","n/e","122","n/e","n/e","n/e","n/e","0","n/e","n/e","219"
"BZN|GR","29.10.2020 23:00 - 30.10.2020 00:00 (CET)","n/e","454","n/e","2172","n/e","0","n/e","n/e","n/e","0","","n/e","46","n/e","n/e","n/e","n/e","0","n/e","n/e","218"
"BZN|GR","30.10.2020 00:00 - 30.10.2020 01:00 (CET)","n/e","463","n/e","1759","n/e","0","n/e","n/e","n/e","0","","n/e","62","n/e","n/e","n/e","n/e","0","n/e","n/e","229"
"BZN|GR","30.10.2020 01:00 - 30.10.2020 02:00 (CET)","n/e","501","n/e","1489","n/e","0","n/e","n/e","n/e","0","","n/e","37","n/e","n/e","n/e","n/e","0","n/e","n/e","291"
"BZN|GR","30.10.2020 02:00 - 30.10.2020 03:00 (CET)","n/e","459","n/e","1397","n/e","0","n/e","n/e","n/e","0","","n/e","36","n/e","n/e","n/e","n/e","0","n/e","n/e","352"
"BZN|GR","30.10.2020 03:00 - 30.10.2020 04:00 (CET)","n/e","458","n/e","1412","n/e","0","n/e","n/e","n/e","0","","n/e","36","n/e","n/e","n/e","n/e","0","n/e","n/e","333"
"BZN|GR","30.10.2020 04:00 - 30.10.2020 05:00 (CET)","n/e","506","n/e","1515","n/e","0","n/e","n/e","n/e","0","","n/e","37","n/e","n/e","n/e","n/e","0","n/e","n/e","321"
"BZN|GR","30.10.2020 05:00 - 30.10.2020 06:00 (CET)","n/e","601","n/e","1788","n/e","0","n/e","n/e","n/e","0","","n/e","64","n/e","n/e","n/e","n/e","0","n/e","n/e","281"
"BZN|GR","30.10.2020 06:00 - 30.10.2020 07:00 (CET)","n/e","748","n/e","2037","n/e","0","n/e","n/e","n/e","0","","n/e","104","n/e","n/e","n/e","n/e","122","n/e","n/e","290"
"BZN|GR","30.10.2020 07:00 - 30.10.2020 08:00 (CET)","n/e","737","n/e","2253","n/e","0","n/e","n/e","n/e","0","","n/e","248","n/e","n/e","n/e","n/e","508","n/e","n/e","334"
"BZN|GR","30.10.2020 08:00 - 30.10.2020 09:00 (CET)","n/e","745","n/e","2279","n/e","0","n/e","n/e","n/e","0","","n/e","244","n/e","n/e","n/e","n/e","912","n/e","n/e","307"
"BZN|GR","30.10.2020 09:00 - 30.10.2020 10:00 (CET)","n/e","750","n/e","2186","n/e","0","n/e","n/e","n/e","0","","n/e","330","n/e","n/e","n/e","n/e","1218","n/e","n/e","246"
"BZN|GR","30.10.2020 10:00 - 30.10.2020 11:00 (CET)","n/e","740","n/e","2188","n/e","0","n/e","n/e","n/e","0","","n/e","282","n/e","n/e","n/e","n/e","1475","n/e","n/e","251"
"BZN|GR","30.10.2020 11:00 - 30.10.2020 12:00 (CET)","n/e","686","n/e","2221","n/e","0","n/e","n/e","n/e","0","","n/e","248","n/e","n/e","n/e","n/e","1552","n/e","n/e","269"
"BZN|GR","30.10.2020 12:00 - 30.10.2020 13:00 (CET)","n/e","624","n/e","2212","n/e","0","n/e","n/e","n/e","0","","n/e","209","n/e","n/e","n/e","n/e","1450","n/e","n/e","237"
"BZN|GR","30.10.2020 13:00 - 30.10.2020 14:00 (CET)","n/e","557","n/e","2263","n/e","0","n/e","n/e","n/e","0","","n/e","369","n/e","n/e","n/e","n/e","1112","n/e","n/e","252"
"BZN|GR","30.10.2020 14:00 - 30.10.2020 15:00 (CET)","n/e","616","n/e","2311","n/e","0","n/e","n/e","n/e","0","","n/e","388","n/e","n/e","n/e","n/e","743","n/e","n/e","295"
"BZN|GR","30.10.2020 15:00 - 30.10.2020 16:00 (CET)","n/e","661","n/e","2511","n/e","0","n/e","n/e","n/e","0","","n/e","320","n/e","n/e","n/e","n/e","281","n/e","n/e","385"
"BZN|GR","30.10.2020 16:00 - 30.10.2020 17:00 (CET)","n/e","687","n/e","2428","n/e","0","n/e","n/e","n/e","33","","n/e","317","n/e","n/e","n/e","n/e","18","n/e","n/e","553"
"BZN|GR","30.10.2020 17:00 - 30.10.2020 18:00 (CET)","n/e","684","n/e","2532","n/e","0","n/e","n/e","n/e","50","","n/e","521","n/e","n/e","n/e","n/e","0","n/e","n/e","620"
"BZN|GR","30.10.2020 18:00 - 30.10.2020 19:00 (CET)","n/e","680","n/e","2387","n/e","0","n/e","n/e","n/e","108","","n/e","901","n/e","n/e","n/e","n/e","0","n/e","n/e","635"
"BZN|GR","30.10.2020 19:00 - 30.10.2020 20:00 (CET)","n/e","605","n/e","2196","n/e","0","n/e","n/e","n/e","148","","n/e","546","n/e","n/e","n/e","n/e","0","n/e","n/e","685"
"BZN|GR","30.10.2020 20:00 - 30.10.2020 21:00 (CET)","n/e","588","n/e","2071","n/e","0","n/e","n/e","n/e","90","","n/e","168","n/e","n/e","n/e","n/e","0","n/e","n/e","816"
"BZN|GR","30.10.2020 21:00 - 30.10.2020 22:00 (CET)","n/e","593","n/e","1782","n/e","0","n/e","n/e","n/e","0","","n/e","73","n/e","n/e","n/e","n/e","0","n/e","n/e","967"
"BZN|GR","30.10.2020 22:00 - 30.10.2020 23:00 (CET)","n/e","619","n/e","1456","n/e","0","n/e","n/e","n/e","0","","n/e","68","n/e","n/e","n/e","n/e","0","n/e","n/e","1167"
"BZN|GR","30.10.2020 23:00 - 31.10.2020 00:00 (CET)","n/e","505","n/e","878","n/e","0","n/e","n/e","n/e","0","","n/e","37","n/e","n/e","n/e","n/e","0","n/e","n/e","1277"
"BZN|GR","31.10.2020 00:00 - 31.10.2020 01:00 (CET)","n/e","505","n/e","345","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","0","n/e","n/e","1297"
"BZN|GR","31.10.2020 01:00 - 31.10.2020 02:00 (CET)","n/e","501","n/e","345","n/e","0","n/e","n/e","n/e","0","","n/e","31","n/e","n/e","n/e","n/e","0","n/e","n/e","1248"
"BZN|GR","31.10.2020 02:00 - 31.10.2020 03:00 (CET)","n/e","502","n/e","318","n/e","0","n/e","n/e","n/e","0","","n/e","27","n/e","n/e","n/e","n/e","0","n/e","n/e","1343"
"BZN|GR","31.10.2020 03:00 - 31.10.2020 04:00 (CET)","n/e","502","n/e","339","n/e","0","n/e","n/e","n/e","0","","n/e","31","n/e","n/e","n/e","n/e","0","n/e","n/e","1323"
"BZN|GR","31.10.2020 04:00 - 31.10.2020 05:00 (CET)","n/e","502","n/e","497","n/e","0","n/e","n/e","n/e","0","","n/e","29","n/e","n/e","n/e","n/e","0","n/e","n/e","1230"
"BZN|GR","31.10.2020 05:00 - 31.10.2020 06:00 (CET)","n/e","500","n/e","675","n/e","0","n/e","n/e","n/e","0","","n/e","62","n/e","n/e","n/e","n/e","0","n/e","n/e","993"
"BZN|GR","31.10.2020 06:00 - 31.10.2020 07:00 (CET)","n/e","499","n/e","928","n/e","0","n/e","n/e","n/e","35","","n/e","61","n/e","n/e","n/e","n/e","170","n/e","n/e","771"
"BZN|GR","31.10.2020 07:00 - 31.10.2020 08:00 (CET)","n/e","499","n/e","1184","n/e","0","n/e","n/e","n/e","34","","n/e","66","n/e","n/e","n/e","n/e","800","n/e","n/e","573"
"BZN|GR","31.10.2020 08:00 - 31.10.2020 09:00 (CET)","n/e","497","n/e","1253","n/e","0","n/e","n/e","n/e","34","","n/e","85","n/e","n/e","n/e","n/e","1329","n/e","n/e","414"
"BZN|GR","31.10.2020 09:00 - 31.10.2020 10:00 (CET)","n/e","503","n/e","1180","n/e","0","n/e","n/e","n/e","30","","n/e","78","n/e","n/e","n/e","n/e","1653","n/e","n/e","364"
"BZN|GR","31.10.2020 10:00 - 31.10.2020 11:00 (CET)","n/e","506","n/e","1112","n/e","0","n/e","n/e","n/e","34","","n/e","46","n/e","n/e","n/e","n/e","1800","n/e","n/e","342"
"BZN|GR","31.10.2020 11:00 - 31.10.2020 12:00 (CET)","n/e","506","n/e","1048","n/e","0","n/e","n/e","n/e","11","","n/e","68","n/e","n/e","n/e","n/e","1804","n/e","n/e","343"
"BZN|GR","31.10.2020 12:00 - 31.10.2020 13:00 (CET)","n/e","511","n/e","1156","n/e","0","n/e","n/e","n/e","0","","n/e","47","n/e","n/e","n/e","n/e","1707","n/e","n/e","357"
"BZN|GR","31.10.2020 13:00 - 31.10.2020 14:00 (CET)","n/e","501","n/e","1039","n/e","0","n/e","n/e","n/e","0","","n/e","26","n/e","n/e","n/e","n/e","1439","n/e","n/e","418"
"BZN|GR","31.10.2020 14:00 - 31.10.2020 15:00 (CET)","n/e","508","n/e","1164","n/e","0","n/e","n/e","n/e","0","","n/e","25","n/e","n/e","n/e","n/e","971","n/e","n/e","407"
"BZN|GR","31.10.2020 15:00 - 31.10.2020 16:00 (CET)","n/e","552","n/e","1591","n/e","0","n/e","n/e","n/e","52","","n/e","80","n/e","n/e","n/e","n/e","370","n/e","n/e","355"
"BZN|GR","31.10.2020 16:00 - 31.10.2020 17:00 (CET)","n/e","613","n/e","1863","n/e","0","n/e","n/e","n/e","126","","n/e","417","n/e","n/e","n/e","n/e","17","n/e","n/e","352"
"BZN|GR","31.10.2020 17:00 - 31.10.2020 18:00 (CET)","n/e","663","n/e","2004","n/e","0","n/e","n/e","n/e","276","","n/e","740","n/e","n/e","n/e","n/e","0","n/e","n/e","322"
"BZN|GR","31.10.2020 18:00 - 31.10.2020 19:00 (CET)","n/e","633","n/e","2153","n/e","0","n/e","n/e","n/e","243","","n/e","700","n/e","n/e","n/e","n/e","0","n/e","n/e","307"
"BZN|GR","31.10.2020 19:00 - 31.10.2020 20:00 (CET)","n/e","530","n/e","2328","n/e","0","n/e","n/e","n/e","211","","n/e","512","n/e","n/e","n/e","n/e","0","n/e","n/e","269"
"BZN|GR","31.10.2020 20:00 - 31.10.2020 21:00 (CET)","n/e","516","n/e","2453","n/e","0","n/e","n/e","n/e","37","","n/e","276","n/e","n/e","n/e","n/e","0","n/e","n/e","236"
"BZN|GR","31.10.2020 21:00 - 31.10.2020 22:00 (CET)","n/e","530","n/e","2309","n/e","0","n/e","n/e","n/e","0","","n/e","92","n/e","n/e","n/e","n/e","0","n/e","n/e","251"
"BZN|GR","31.10.2020 22:00 - 31.10.2020 23:00 (CET)","n/e","520","n/e","1992","n/e","0","n/e","n/e","n/e","0","","n/e","104","n/e","n/e","n/e","n/e","0","n/e","n/e","233"
"BZN|GR","31.10.2020 23:00 - 01.11.2020 00:00 (CET)","n/e","580","n/e","1268","n/e","0","n/e","n/e","n/e","0","","n/e","350","n/e","n/e","n/e","n/e","0","n/e","n/e","354"
"BZN|GR","01.11.2020 00:00 - 01.11.2020 01:00 (CET)","n/e","699","n/e","1172","n/e","0","n/e","n/e","n/e","0","","n/e","253","n/e","n/e","n/e","n/e","0","n/e","n/e","490"
"BZN|GR","01.11.2020 01:00 - 01.11.2020 02:00 (CET)","n/e","729","n/e","1030","n/e","0","n/e","n/e","n/e","0","","n/e","56","n/e","n/e","n/e","n/e","0","n/e","n/e","552"
"BZN|GR","01.11.2020 02:00 - 01.11.2020 03:00 (CET)","n/e","686","n/e","978","n/e","0","n/e","n/e","n/e","0","","n/e","31","n/e","n/e","n/e","n/e","0","n/e","n/e","540"
"BZN|GR","01.11.2020 03:00 - 01.11.2020 04:00 (CET)","n/e","696","n/e","918","n/e","0","n/e","n/e","n/e","0","","n/e","31","n/e","n/e","n/e","n/e","0","n/e","n/e","574"
"BZN|GR","01.11.2020 04:00 - 01.11.2020 05:00 (CET)","n/e","603","n/e","892","n/e","0","n/e","n/e","n/e","0","","n/e","34","n/e","n/e","n/e","n/e","0","n/e","n/e","706"
"BZN|GR","01.11.2020 05:00 - 01.11.2020 06:00 (CET)","n/e","548","n/e","910","n/e","0","n/e","n/e","n/e","0","","n/e","96","n/e","n/e","n/e","n/e","0","n/e","n/e","769"
"BZN|GR","01.11.2020 06:00 - 01.11.2020 07:00 (CET)","n/e","521","n/e","843","n/e","0","n/e","n/e","n/e","0","","n/e","165","n/e","n/e","n/e","n/e","162","n/e","n/e","752"
"BZN|GR","01.11.2020 07:00 - 01.11.2020 08:00 (CET)","n/e","515","n/e","667","n/e","0","n/e","n/e","n/e","0","","n/e","171","n/e","n/e","n/e","n/e","777","n/e","n/e","744"
"BZN|GR","01.11.2020 08:00 - 01.11.2020 09:00 (CET)","n/e","518","n/e","665","n/e","0","n/e","n/e","n/e","0","","n/e","178","n/e","n/e","n/e","n/e","1285","n/e","n/e","659"
"BZN|GR","01.11.2020 09:00 - 01.11.2020 10:00 (CET)","n/e","513","n/e","672","n/e","0","n/e","n/e","n/e","0","","n/e","160","n/e","n/e","n/e","n/e","1588","n/e","n/e","652"
"BZN|GR","01.11.2020 10:00 - 01.11.2020 11:00 (CET)","n/e","563","n/e","811","n/e","0","n/e","n/e","n/e","0","","n/e","194","n/e","n/e","n/e","n/e","1695","n/e","n/e","651"
"BZN|GR","01.11.2020 11:00 - 01.11.2020 12:00 (CET)","n/e","653","n/e","931","n/e","0","n/e","n/e","n/e","0","","n/e","272","n/e","n/e","n/e","n/e","1647","n/e","n/e","557"
"BZN|GR","01.11.2020 12:00 - 01.11.2020 13:00 (CET)","n/e","668","n/e","1132","n/e","0","n/e","n/e","n/e","0","","n/e","198","n/e","n/e","n/e","n/e","1501","n/e","n/e","455"
"BZN|GR","01.11.2020 13:00 - 01.11.2020 14:00 (CET)","n/e","691","n/e","1056","n/e","0","n/e","n/e","n/e","0","","n/e","203","n/e","n/e","n/e","n/e","1258","n/e","n/e","332"
"BZN|GR","01.11.2020 14:00 - 01.11.2020 15:00 (CET)","n/e","644","n/e","1389","n/e","0","n/e","n/e","n/e","0","","n/e","95","n/e","n/e","n/e","n/e","890","n/e","n/e","328"
"BZN|GR","01.11.2020 15:00 - 01.11.2020 16:00 (CET)","n/e","575","n/e","1962","n/e","0","n/e","n/e","n/e","0","","n/e","141","n/e","n/e","n/e","n/e","350","n/e","n/e","306"
"BZN|GR","01.11.2020 16:00 - 01.11.2020 17:00 (CET)","n/e","668","n/e","2237","n/e","0","n/e","n/e","n/e","5","","n/e","429","n/e","n/e","n/e","n/e","13","n/e","n/e","283"
"BZN|GR","01.11.2020 17:00 - 01.11.2020 18:00 (CET)","n/e","724","n/e","2516","n/e","0","n/e","n/e","n/e","150","","n/e","638","n/e","n/e","n/e","n/e","0","n/e","n/e","269"
"BZN|GR","01.11.2020 18:00 - 01.11.2020 19:00 (CET)","n/e","731","n/e","2419","n/e","0","n/e","n/e","n/e","438","","n/e","614","n/e","n/e","n/e","n/e","0","n/e","n/e","241"
"BZN|GR","01.11.2020 19:00 - 01.11.2020 20:00 (CET)","n/e","706","n/e","2485","n/e","0","n/e","n/e","n/e","460","","n/e","633","n/e","n/e","n/e","n/e","0","n/e","n/e","220"
"BZN|GR","01.11.2020 20:00 - 01.11.2020 21:00 (CET)","n/e","676","n/e","2411","n/e","0","n/e","n/e","n/e","252","","n/e","677","n/e","n/e","n/e","n/e","0","n/e","n/e","219"
"BZN|GR","01.11.2020 21:00 - 01.11.2020 22:00 (CET)","n/e","683","n/e","2329","n/e","0","n/e","n/e","n/e","203","","n/e","415","n/e","n/e","n/e","n/e","0","n/e","n/e","217"
"BZN|GR","01.11.2020 22:00 - 01.11.2020 23:00 (CET)","n/e","697","n/e","2328","n/e","0","n/e","n/e","n/e","4","","n/e","240","n/e","n/e","n/e","n/e","0","n/e","n/e","174"
"BZN|GR","01.11.2020 23:00 - 02.11.2020 00:00 (CET)","n/e","694","n/e","2024","n/e","0","n/e","n/e","n/e","0","","n/e","151","n/e","n/e","n/e","n/e","0","n/e","n/e","159"
"BZN|GR","02.11.2020 00:00 - 02.11.2020 01:00 (CET)","n/e","622","n/e","1918","n/e","0","n/e","n/e","n/e","0","","n/e","44","n/e","n/e","n/e","n/e","0","n/e","n/e","117"
"BZN|GR","02.11.2020 01:00 - 02.11.2020 02:00 (CET)","n/e","524","n/e","1929","n/e","0","n/e","n/e","n/e","0","","n/e","0","n/e","n/e","n/e","n/e","0","n/e","n/e","118"
"BZN|GR","02.11.2020 02:00 - 02.11.2020 03:00 (CET)","n/e","505","n/e","1888","n/e","0","n/e","n/e","n/e","0","","n/e","0","n/e","n/e","n/e","n/e","0","n/e","n/e","110"
"BZN|GR","02.11.2020 03:00 - 02.11.2020 04:00 (CET)","n/e","503","n/e","1893","n/e","0","n/e","n/e","n/e","0","","n/e","0","n/e","n/e","n/e","n/e","0","n/e","n/e","109"
"BZN|GR","02.11.2020 04:00 - 02.11.2020 05:00 (CET)","n/e","528","n/e","1925","n/e","0","n/e","n/e","n/e","0","","n/e","0","n/e","n/e","n/e","n/e","0","n/e","n/e","131"
"BZN|GR","02.11.2020 05:00 - 02.11.2020 06:00 (CET)","n/e","620","n/e","2099","n/e","0","n/e","n/e","n/e","0","","n/e","111","n/e","n/e","n/e","n/e","0","n/e","n/e","136"
"BZN|GR","02.11.2020 06:00 - 02.11.2020 07:00 (CET)","n/e","680","n/e","2254","n/e","0","n/e","n/e","n/e","0","","n/e","347","n/e","n/e","n/e","n/e","148","n/e","n/e","104"
"BZN|GR","02.11.2020 07:00 - 02.11.2020 08:00 (CET)","n/e","698","n/e","2284","n/e","0","n/e","n/e","n/e","0","","n/e","353","n/e","n/e","n/e","n/e","561","n/e","n/e","66"
"BZN|GR","02.11.2020 08:00 - 02.11.2020 09:00 (CET)","n/e","681","n/e","2282","n/e","0","n/e","n/e","n/e","0","","n/e","329","n/e","n/e","n/e","n/e","987","n/e","n/e","63"
"BZN|GR","02.11.2020 09:00 - 02.11.2020 10:00 (CET)","n/e","666","n/e","2287","n/e","0","n/e","n/e","n/e","0","","n/e","357","n/e","n/e","n/e","n/e","1200","n/e","n/e","86"
"BZN|GR","02.11.2020 10:00 - 02.11.2020 11:00 (CET)","n/e","684","n/e","2457","n/e","0","n/e","n/e","n/e","0","","n/e","209","n/e","n/e","n/e","n/e","1280","n/e","n/e","91"
"BZN|GR","02.11.2020 11:00 - 02.11.2020 12:00 (CET)","n/e","700","n/e","2520","n/e","0","n/e","n/e","n/e","0","","n/e","266","n/e","n/e","n/e","n/e","1257","n/e","n/e","57"
"BZN|GR","02.11.2020 12:00 - 02.11.2020 13:00 (CET)","n/e","716","n/e","2588","n/e","0","n/e","n/e","n/e","0","","n/e","249","n/e","n/e","n/e","n/e","1176","n/e","n/e","49"
"BZN|GR","02.11.2020 13:00 - 02.11.2020 14:00 (CET)","n/e","705","n/e","2490","n/e","0","n/e","n/e","n/e","0","","n/e","321","n/e","n/e","n/e","n/e","979","n/e","n/e","74"
"BZN|GR","02.11.2020 14:00 - 02.11.2020 15:00 (CET)","n/e","701","n/e","2762","n/e","0","n/e","n/e","n/e","0","","n/e","186","n/e","n/e","n/e","n/e","694","n/e","n/e","80"
"BZN|GR","02.11.2020 15:00 - 02.11.2020 16:00 (CET)","n/e","720","n/e","2820","n/e","0","n/e","n/e","n/e","11","","n/e","375","n/e","n/e","n/e","n/e","260","n/e","n/e","104"
"BZN|GR","02.11.2020 16:00 - 02.11.2020 17:00 (CET)","n/e","720","n/e","2870","n/e","0","n/e","n/e","n/e","243","","n/e","509","n/e","n/e","n/e","n/e","11","n/e","n/e","129"
"BZN|GR","02.11.2020 17:00 - 02.11.2020 18:00 (CET)","n/e","715","n/e","2877","n/e","0","n/e","n/e","n/e","372","","n/e","887","n/e","n/e","n/e","n/e","0","n/e","n/e","128"
"BZN|GR","02.11.2020 18:00 - 02.11.2020 19:00 (CET)","n/e","712","n/e","2855","n/e","0","n/e","n/e","n/e","345","","n/e","1025","n/e","n/e","n/e","n/e","0","n/e","n/e","119"
"BZN|GR","02.11.2020 19:00 - 02.11.2020 20:00 (CET)","n/e","701","n/e","2853","n/e","0","n/e","n/e","n/e","403","","n/e","924","n/e","n/e","n/e","n/e","0","n/e","n/e","122"
"BZN|GR","02.11.2020 20:00 - 02.11.2020 21:00 (CET)","n/e","702","n/e","2912","n/e","0","n/e","n/e","n/e","243","","n/e","705","n/e","n/e","n/e","n/e","0","n/e","n/e","136"
"BZN|GR","02.11.2020 21:00 - 02.11.2020 22:00 (CET)","n/e","693","n/e","2790","n/e","0","n/e","n/e","n/e","199","","n/e","346","n/e","n/e","n/e","n/e","0","n/e","n/e","139"
"BZN|GR","02.11.2020 22:00 - 02.11.2020 23:00 (CET)","n/e","645","n/e","2768","n/e","0","n/e","n/e","n/e","0","","n/e","265","n/e","n/e","n/e","n/e","0","n/e","n/e","133"
"BZN|GR","02.11.2020 23:00 - 03.11.2020 00:00 (CET)","n/e","672","n/e","2397","n/e","0","n/e","n/e","n/e","0","","n/e","87","n/e","n/e","n/e","n/e","0","n/e","n/e","140"
"BZN|GR","03.11.2020 00:00 - 03.11.2020 01:00 (CET)","n/e","609","n/e","2252","n/e","0","n/e","n/e","n/e","0","","n/e","40","n/e","n/e","n/e","n/e","0","n/e","n/e","140"
"BZN|GR","03.11.2020 01:00 - 03.11.2020 02:00 (CET)","n/e","514","n/e","2221","n/e","0","n/e","n/e","n/e","0","","n/e","16","n/e","n/e","n/e","n/e","0","n/e","n/e","154"
"BZN|GR","03.11.2020 02:00 - 03.11.2020 03:00 (CET)","n/e","511","n/e","2133","n/e","0","n/e","n/e","n/e","0","","n/e","16","n/e","n/e","n/e","n/e","0","n/e","n/e","189"
"BZN|GR","03.11.2020 03:00 - 03.11.2020 04:00 (CET)","n/e","509","n/e","2076","n/e","0","n/e","n/e","n/e","0","","n/e","16","n/e","n/e","n/e","n/e","0","n/e","n/e","222"
"BZN|GR","03.11.2020 04:00 - 03.11.2020 05:00 (CET)","n/e","519","n/e","2160","n/e","0","n/e","n/e","n/e","0","","n/e","16","n/e","n/e","n/e","n/e","0","n/e","n/e","248"
"BZN|GR","03.11.2020 05:00 - 03.11.2020 06:00 (CET)","n/e","538","n/e","2470","n/e","0","n/e","n/e","n/e","0","","n/e","25","n/e","n/e","n/e","n/e","0","n/e","n/e","269"
"BZN|GR","03.11.2020 06:00 - 03.11.2020 07:00 (CET)","n/e","578","n/e","2773","n/e","0","n/e","n/e","n/e","0","","n/e","170","n/e","n/e","n/e","n/e","52","n/e","n/e","230"
"BZN|GR","03.11.2020 07:00 - 03.11.2020 08:00 (CET)","n/e","688","n/e","2902","n/e","0","n/e","n/e","n/e","0","","n/e","231","n/e","n/e","n/e","n/e","225","n/e","n/e","232"
"BZN|GR","03.11.2020 08:00 - 03.11.2020 09:00 (CET)","n/e","718","n/e","2918","n/e","0","n/e","n/e","n/e","101","","n/e","266","n/e","n/e","n/e","n/e","432","n/e","n/e","237"
"BZN|GR","03.11.2020 09:00 - 03.11.2020 10:00 (CET)","n/e","719","n/e","2740","n/e","0","n/e","n/e","n/e","180","","n/e","307","n/e","n/e","n/e","n/e","623","n/e","n/e","290"
"BZN|GR","03.11.2020 10:00 - 03.11.2020 11:00 (CET)","n/e","727","n/e","2780","n/e","0","n/e","n/e","n/e","68","","n/e","280","n/e","n/e","n/e","n/e","731","n/e","n/e","334"
"BZN|GR","03.11.2020 11:00 - 03.11.2020 12:00 (CET)","n/e","739","n/e","2835","n/e","0","n/e","n/e","n/e","0","","n/e","368","n/e","n/e","n/e","n/e","833","n/e","n/e","251"
